first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Rank,Value
Harwell,Kleinstein,Male,87,10/18/1993,Sales Representative,Retail,Affluent Customer,N,No,15,7 Huxley Trail,3818,VIC,Australia,5,0.45,0.45,0.5625,0.5625,420,420,0.91375
Cheston,Hritzko,Male,70,11/8/1945,Software Engineer III,Manufacturing,Mass Customer,N,Yes,19,3 Service Center,2127,NSW,Australia,9,1.02,1.275,1.59375,1.3546875,420,420,0.91375
Suzy,Trounson,Female,13,7/19/1947,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,20,0627 Golf Center,4152,QLD,Australia,9,0.99,1.2375,1.546875,1.31484375,420,420,0.91375
Jobie,Runacres,Female,96,1/8/1975,Developer IV,,Mass Customer,N,Yes,18,24960 Shopko Crossing,2528,NSW,Australia,7,0.53,0.6625,0.828125,0.70390625,427,427,0.9125
Guenna,Filisov,Female,52,2/9/1969,Chemical Engineer,Manufacturing,High Net Worth,N,No,13,43 Stoughton Drive,2154,NSW,Australia,9,0.86,0.86,1.075,1.075,427,427,0.9125
Opal,Cleare,Female,6,9/26/1977,Database Administrator II,Property,Affluent Customer,N,Yes,20,247 Blue Bill Park Parkway,2066,NSW,Australia,9,0.42,0.525,0.65625,0.65625,429,429,0.91
Ottilie,Wanless,Female,51,11/10/1940,Environmental Specialist,,Affluent Customer,N,No,8,2 David Pass,2720,NSW,Australia,4,0.95,0.95,0.95,0.95,430,430,0.9095
Kipper,Circuit,Male,23,12/12/1974,Research Assistant IV,Argiculture,Mass Customer,N,Yes,4,3867 Barby Hill,2140,NSW,Australia,8,0.65,0.8125,0.8125,0.690625,430,430,0.9095
Marilin,Frome,Female,58,12/22/1975,Account Executive,IT,Mass Customer,N,Yes,17,52 Bobwhite Court,2219,NSW,Australia,9,0.56,0.7,0.875,0.74375,430,430,0.9095
Arel,Abramovitz,Male,72,11/12/1957,Nurse Practicioner,Health,Mass Customer,N,No,16,32249 Sycamore Way,4650,QLD,Australia,4,0.76,0.76,0.76,0.646,433,433,0.90625
Kit,Easdon,Male,61,10/26/1978,Director of Sales,Property,Affluent Customer,N,No,12,3 Roth Junction,3156,VIC,Australia,8,0.65,0.65,0.65,0.65,433,433,0.90625
Gregg,Aimeric,U,52,,Internal Auditor,IT,Mass Customer,N,No,7,72423 Surrey Street,3753,VIC,Australia,5,0.54,0.54,0.54,0.459,433,433,0.90625
Skipp,Swales,Male,15,11/14/1973,Community Outreach Specialist,Entertainment,High Net Worth,N,Yes,22,76 Green Ridge Drive,3029,VIC,Australia,7,0.4,0.5,0.5,0.5,436,436,0.903125
Frederich,Glantz,Male,37,8/27/1997,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,10,9 Glacier Hill Circle,2762,NSW,Australia,8,0.66,0.825,0.825,0.825,436,436,0.903125
Rodolph,Denniss,Male,28,8/7/1974,Geologist III,Property,Affluent Customer,N,Yes,7,91281 Transport Center,3356,VIC,Australia,2,1.04,1.3,1.3,1.3,436,436,0.903125
Craggie,Dering,Male,47,10/5/1952,Actuary,Financial Services,Mass Customer,N,No,7,11 Paget Road,2125,NSW,Australia,10,0.91,0.91,1.1375,0.966875,436,436,0.903125
Johna,Bunker,U,93,,Tax Accountant,IT,Mass Customer,N,Yes,14,3686 Waubesa Way,3065,VIC,Australia,6,0.93,1.1625,1.453125,1.23515625,436,436,0.903125
Giralda,MacPeake,Female,59,4/4/1941,Librarian,Entertainment,High Net Worth,N,Yes,14,6 Killdeer Way,2705,NSW,Australia,1,0.7,0.875,0.875,0.875,441,441,0.901
Rodney,Trethewey,Male,16,3/17/1997,Software Consultant,Financial Services,Affluent Customer,N,No,15,737 Service Lane,3030,VIC,Australia,8,1.04,1.04,1.04,1.04,441,441,0.901
Theresina,,Female,30,3/1/1987,General Manager,Argiculture,Mass Customer,N,Yes,14,253 Katie Junction,2650,NSW,Australia,2,1.02,1.275,1.275,1.08375,441,441,0.901
Gleda,Howerd,Female,59,1/22/1964,Senior Developer,IT,Mass Customer,N,No,6,481 Moulton Place,2440,NSW,Australia,2,0.66,0.66,0.66,0.561,444,444,0.9
Melany,Ladewig,Female,76,5/17/1972,Research Associate,Financial Services,Mass Customer,N,Yes,10,3864 Sheridan Alley,4130,QLD,Australia,7,0.49,0.6125,0.6125,0.520625,444,444,0.9
Claudell,Rounsefell,Male,67,11/27/1993,VP Sales,Financial Services,Affluent Customer,N,No,8,61416 Karstens Place,4217,QLD,Australia,5,0.52,0.52,0.52,0.52,444,444,0.9
Garwin,Nurden,Male,54,4/19/1958,Programmer I,Property,High Net Worth,N,Yes,5,0 Union Parkway,3142,VIC,Australia,11,1,1.25,1.5625,1.5625,444,444,0.9
Bunny,Leebetter,Female,83,4/30/1966,Quality Engineer,Manufacturing,High Net Worth,N,Yes,8,4 Lukken Lane,4301,QLD,Australia,4,1.02,1.275,1.59375,1.59375,444,444,0.9
Matias,Melloi,Male,61,2/3/1977,Legal Assistant,Retail,Affluent Customer,N,No,11,1507 Schlimgen Trail,2155,NSW,Australia,10,1.03,1.03,1.2875,1.2875,444,444,0.9
Sada,Dowyer,Female,47,11/22/1998,Human Resources Manager,,High Net Worth,N,Yes,3,4 Meadow Ridge Place,2090,NSW,Australia,10,1.1,1.375,1.71875,1.71875,450,450,0.9
Anet,Roseman,Female,84,11/24/1996,Programmer Analyst III,Financial Services,Mass Customer,N,No,9,31 Melody Circle,3814,VIC,Australia,4,1,1,1.25,1.0625,450,450,0.9
Katie,Warhurst,Female,0,12/2/1991,Help Desk Operator,Retail,High Net Worth,N,Yes,14,96 Rutledge Drive,3064,VIC,Australia,5,0.84,1.05,1.05,1.05,450,450,0.9
Celia,Bryden,Female,12,4/6/1943,Chemical Engineer,Manufacturing,High Net Worth,N,No,21,2905 Towne Place,2114,NSW,Australia,9,0.51,0.51,0.6375,0.6375,450,450,0.9
Stearne,Trolley,Male,42,2/1/1982,Automation Specialist IV,Financial Services,High Net Worth,N,No,14,638 Caliangt Avenue,2137,NSW,Australia,11,0.95,0.95,1.1875,1.1875,450,450,0.9
Tristam,Larose,Male,70,1/29/1985,VP Accounting,Financial Services,Mass Customer,N,No,17,9645 Moose Terrace,2137,NSW,Australia,11,0.95,0.95,1.1875,1.009375,455,455,0.8925
Laurena,,Female,21,7/31/1961,VP Sales,,High Net Worth,N,No,10,7 Messerschmidt Crossing,3810,VIC,Australia,6,1.1,1.1,1.1,1.1,455,455,0.8925
Heloise,Fairpool,Female,17,9/7/1976,Information Systems Manager,Manufacturing,High Net Worth,N,No,17,005 Loeprich Way,4680,QLD,Australia,3,0.78,0.78,0.78,0.78,455,455,0.8925
Dory,Malpass,Female,19,8/27/1972,,,Affluent Customer,N,Yes,13,3653 Steensland Road,4103,QLD,Australia,8,0.54,0.675,0.675,0.675,455,455,0.8925
Marcellina,Baynton,Female,60,3/11/1947,Software Engineer III,Financial Services,Mass Customer,N,No,16,56 Comanche Terrace,3141,VIC,Australia,10,1.06,1.06,1.325,1.12625,455,455,0.8925
Gregorius,Leal,Male,7,4/29/1951,,Retail,Affluent Customer,N,Yes,21,66 Merry Court,2033,NSW,Australia,12,0.51,0.6375,0.796875,0.796875,455,455,0.8925
Deana,Canton,Female,67,11/25/1974,,Property,Mass Customer,N,Yes,14,92 Ludington Street,4301,QLD,Australia,3,0.43,0.5375,0.5375,0.456875,455,455,0.8925
Kori,Sparsholt,Female,59,5/19/1940,Office Assistant II,,Mass Customer,N,Yes,19,37 Rigney Park,2171,NSW,Australia,9,0.47,0.5875,0.734375,0.62421875,455,455,0.8925
Lucky,Klainman,Female,24,11/26/1947,Chief Design Engineer,Retail,Mass Customer,N,No,8,0796 Barnett Plaza,3758,VIC,Australia,4,0.48,0.48,0.48,0.408,455,455,0.8925
Erasmus,Olenchenko,Male,56,2/3/1965,Software Test Engineer IV,Property,Mass Customer,N,Yes,5,415 Rockefeller Trail,2484,NSW,Australia,7,0.99,1.2375,1.2375,1.051875,464,464,0.890625
Carita,Sand,Female,25,3/20/1977,Quality Engineer,Retail,Mass Customer,N,No,16,846 Loftsgordon Crossing,2154,NSW,Australia,11,0.75,0.75,0.9375,0.796875,464,464,0.890625
Lynnett,Tipper,Female,22,8/3/1993,Social Worker,Health,High Net Worth,N,Yes,2,9 Ridgeview Avenue,3109,VIC,Australia,10,0.47,0.5875,0.734375,0.734375,466,466,0.89
Thorn,Stigers,Male,42,5/19/1972,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,19,6218 Delladonna Parkway,4115,QLD,Australia,8,0.77,0.77,0.77,0.6545,466,466,0.89
Lela,Billing,Female,38,12/17/1970,Programmer Analyst III,,Mass Customer,N,Yes,18,095 Glacier Hill Circle,2571,NSW,Australia,7,0.92,1.15,1.15,0.9775,468,468,0.88984375
Norah,Mapis,Female,75,12/9/2000,Assistant Manager,Argiculture,Mass Customer,N,No,10,057 Victoria Crossing,2263,NSW,Australia,9,0.48,0.48,0.6,0.51,468,468,0.88984375
Moina,Rosenbaum,Female,50,8/4/2001,Graphic Designer,IT,Mass Customer,N,No,14,0 Memorial Road,3109,VIC,Australia,10,0.49,0.49,0.6125,0.520625,468,468,0.88984375
Ceciley,Harg,Female,50,10/19/1990,Nurse Practicioner,Retail,Mass Customer,N,Yes,4,409 Starling Lane,4172,QLD,Australia,7,0.51,0.6375,0.6375,0.541875,471,471,0.8875
Torry,de la Valette Parisot,Male,95,3/14/1967,VP Marketing,Telecommunications,Mass Customer,N,Yes,18,36963 Pierstorff Terrace,3168,VIC,Australia,9,0.71,0.8875,1.109375,0.94296875,471,471,0.8875
Sigismund,Sedger,Male,9,11/29/1999,Accountant II,Manufacturing,Affluent Customer,N,No,7,8069 Sunbrook Way,2155,NSW,Australia,10,1.1,1.1,1.375,1.375,473,473,0.884
Irvine,Headon,Male,99,4/21/1956,Geologist III,IT,Affluent Customer,N,Yes,20,9 Hovde Way,2322,NSW,Australia,5,0.64,0.8,1,1,473,473,0.884
Laurie,,Male,31,7/28/1979,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,15,94 Barby Lane,2210,NSW,Australia,10,1.1,1.375,1.71875,1.4609375,475,475,0.881875
Tomkin,Bernlin,Male,7,12/29/2001,Food Chemist,Health,Affluent Customer,N,Yes,9,0492 Kings Street,2480,NSW,Australia,3,0.81,1.0125,1.0125,1.0125,475,475,0.881875
Genni,Fanstone,Female,25,7/29/1972,Administrative Assistant II,Entertainment,Mass Customer,N,No,16,1 Fair Oaks Alley,3149,VIC,Australia,10,0.5,0.5,0.625,0.53125,475,475,0.881875
Blondie,,Female,43,10/3/1995,Actuary,Financial Services,High Net Worth,N,No,11,780 Norway Maple Hill,2565,NSW,Australia,8,0.76,0.76,0.76,0.76,478,478,0.88
Aloysius,Killingsworth,Male,89,2/14/1957,VP Quality Control,,Mass Customer,N,No,12,625 Mandrake Junction,2145,NSW,Australia,9,0.55,0.55,0.6875,0.584375,478,478,0.88
Carola,Philler,Female,73,4/30/1951,Dental Hygienist,Health,High Net Worth,N,No,15,1037 Roth Park,2145,NSW,Australia,7,0.65,0.65,0.65,0.65,478,478,0.88
Fitzgerald,Hellikes,Male,25,7/28/1979,Media Manager IV,Health,Mass Customer,N,Yes,10,315 Center Park,3040,VIC,Australia,7,0.8,1,1,0.85,478,478,0.88
Ingmar,Okenden,Male,97,3/1/1959,Compensation Analyst,Financial Services,Mass Customer,N,Yes,8,1 Graceland Plaza,3216,VIC,Australia,2,0.53,0.6625,0.828125,0.70390625,478,478,0.88
Tina,Dunstan,Female,13,3/6/1939,Account Representative IV,Retail,Affluent Customer,N,No,13,98555 Victoria Hill,2171,NSW,Australia,7,1.1,1.1,1.1,1.1,483,483,0.8765625
Huberto,Mollatt,Male,82,8/27/1961,Programmer IV,,Mass Customer,N,Yes,14,31121 Pierstorff Center,2770,NSW,Australia,7,0.78,0.975,1.21875,1.0359375,483,483,0.8765625
Georgi,,Male,29,1/14/1970,Assistant Manager,Manufacturing,High Net Worth,N,No,11,59 Garrison Terrace,3215,VIC,Australia,4,0.51,0.51,0.51,0.51,485,485,0.8755
Adolpho,Bellerby,Male,46,10/25/1944,VP Sales,Financial Services,High Net Worth,N,Yes,13,2763 Buhler Circle,4305,QLD,Australia,4,0.48,0.6,0.6,0.6,486,486,0.875
Kelsey,Hatt,Female,69,6/27/1966,Senior Sales Associate,Financial Services,High Net Worth,N,No,8,309 Maple Wood Pass,3930,VIC,Australia,6,0.58,0.58,0.58,0.58,486,486,0.875
Lucien,,Male,83,9/14/1966,,Financial Services,High Net Worth,N,Yes,19,777 Fairfield Court,4305,QLD,Australia,3,0.77,0.9625,1.203125,1.203125,486,486,0.875
Ariel,McCloid,Male,4,3/13/1994,Human Resources Manager,,High Net Worth,N,Yes,6,99 Quincy Parkway,3630,VIC,Australia,1,1.07,1.3375,1.3375,1.3375,486,486,0.875
Bevvy,Openshaw,Female,68,6/15/1975,Staff Scientist,,Affluent Customer,N,Yes,10,902 Westend Lane,2318,NSW,Australia,3,0.65,0.8125,0.8125,0.8125,486,486,0.875
Alexina,Mabley,Female,72,10/12/1975,Web Designer IV,Manufacturing,Mass Customer,N,Yes,10,9 Rieder Junction,2573,NSW,Australia,9,1.06,1.325,1.65625,1.4078125,486,486,0.875
Dawn,Pyffe,Female,56,5/28/1965,Media Manager III,Retail,Mass Customer,N,No,11,734 Veith Way,3155,VIC,Australia,8,0.84,0.84,0.84,0.714,492,492,0.87125
Claudette,Renackowna,Female,55,2/11/1996,Administrative Officer,Manufacturing,Mass Customer,N,No,2,0800 Dahle Alley,2148,NSW,Australia,8,0.65,0.65,0.65,0.5525,492,492,0.87125
Elianora,Poolton,Female,15,6/14/1944,Programmer II,,Mass Customer,N,Yes,21,5 Macpherson Drive,3134,VIC,Australia,9,0.94,1.175,1.46875,1.2484375,494,494,0.867
Park,,Male,39,11/8/1977,Nurse Practicioner,IT,Affluent Customer,N,No,14,07 Boyd Drive,4350,QLD,Australia,7,1.01,1.01,1.01,1.01,495,495,0.86328125
Anthony,Lindstrom,Male,86,11/1/1997,Geologist IV,Financial Services,Affluent Customer,N,Yes,10,427 Oak Avenue,2205,NSW,Australia,10,0.72,0.9,1.125,1.125,495,495,0.86328125
Liane,Poizer,Female,59,5/5/1952,Analyst Programmer,Property,High Net Worth,N,No,13,390 Express Plaza,2076,NSW,Australia,11,0.72,0.72,0.9,0.9,495,495,0.86328125
Romonda,Hallt,Female,69,5/9/1960,Operator,,Affluent Customer,N,No,15,703 Ludington Plaza,2480,NSW,Australia,4,1.08,1.08,1.08,1.08,498,498,0.860625
Sula,Thomann,Female,56,3/17/1989,Assistant Manager,,Mass Customer,N,No,6,7 Dayton Circle,2160,NSW,Australia,9,0.83,0.83,1.0375,0.881875,498,498,0.860625
Renell,Earley,Female,5,10/21/1954,Compensation Analyst,Financial Services,Mass Customer,N,Yes,11,79 Manufacturers Plaza,4171,QLD,Australia,5,0.95,1.1875,1.1875,1.009375,500,500,0.86
Cliff,Philipsson,Male,82,2/2/1967,Structural Analysis Engineer,Argiculture,Mass Customer,N,No,16,600 Artisan Drive,3149,VIC,Australia,10,1.05,1.05,1.3125,1.115625,500,500,0.86
Clevey,Aisthorpe,Male,27,9/20/1976,Software Consultant,,Mass Customer,N,Yes,8,0 Veith Way,2009,NSW,Australia,9,0.84,1.05,1.3125,1.115625,502,502,0.8585
Cariotta,,Female,10,8/19/1974,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17,2336 Continental Point,2527,NSW,Australia,7,0.93,1.1625,1.1625,1.1625,502,502,0.8585
George,Jose,Male,68,12/19/1960,Payment Adjustment Coordinator,Retail,High Net Worth,N,Yes,20,535 Corben Point,4680,QLD,Australia,4,0.82,1.025,1.025,1.025,504,504,0.85
Kissiah,Foat,Female,30,9/11/1975,Graphic Designer,,Mass Customer,N,Yes,19,1690 Forster Place,2281,NSW,Australia,9,0.72,0.9,1.125,0.95625,504,504,0.85
Milty,Brauninger,Male,13,7/10/1945,Payment Adjustment Coordinator,,High Net Worth,N,No,11,54 6th Trail,2640,NSW,Australia,7,0.8,0.8,0.8,0.8,504,504,0.85
Killian,Nettles,Male,44,9/1/1980,Marketing Assistant,,Affluent Customer,N,No,4,16 Pepper Wood Junction,3803,VIC,Australia,7,0.44,0.44,0.44,0.44,507,507,0.85
Fredia,Favelle,Female,94,8/29/1974,Teacher,,Mass Customer,N,Yes,19,4 Arapahoe Terrace,4014,QLD,Australia,8,0.93,1.1625,1.453125,1.23515625,507,507,0.85
Katleen,Arnoult,Female,6,11/24/1976,VP Product Management,Manufacturing,Mass Customer,N,Yes,13,540 Farragut Avenue,2066,NSW,Australia,9,0.66,0.825,1.03125,0.8765625,507,507,0.85
Gaultiero,Fibbens,Male,41,3/14/1980,Help Desk Technician,,Affluent Customer,N,No,9,938 Bartillon Hill,2035,NSW,Australia,11,0.69,0.69,0.8625,0.8625,507,507,0.85
Inglebert,Aspinal,Male,4,10/13/1973,Financial Analyst,Financial Services,Mass Customer,N,No,11,612 Annamark Center,2176,NSW,Australia,8,1.01,1.01,1.01,0.8585,507,507,0.85
Jammal,Devenny,Male,57,5/14/1999,Marketing Manager,Retail,High Net Worth,N,No,12,18 Sage Plaza,3152,VIC,Australia,9,0.69,0.69,0.8625,0.8625,507,507,0.85
Adriane,Richardson,Female,81,3/10/1976,Data Coordiator,Manufacturing,High Net Worth,N,No,9,4 Randy Street,3070,VIC,Australia,8,0.75,0.75,0.9375,0.9375,513,513,0.8415
Jodi,Lermit,Female,94,1/30/1954,,Health,Mass Customer,N,Yes,10,05 Corry Center,4021,QLD,Australia,2,0.64,0.8,1,0.85,513,513,0.8415
Emelia,Ackwood,Female,72,9/30/1988,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,10,1 South Street,4183,QLD,Australia,9,0.72,0.9,1.125,0.95625,515,515,0.839375
Andee,Huke,Female,91,6/28/1971,,Manufacturing,Mass Customer,N,No,9,4810 Kim Park,3858,VIC,Australia,2,0.45,0.45,0.5625,0.478125,515,515,0.839375
Isa,Fominov,Male,75,6/21/2001,Physical Therapy Assistant,,Mass Customer,N,Yes,5,80388 Ryan Place,2010,NSW,Australia,9,0.99,1.2375,1.546875,1.31484375,515,515,0.839375
Zabrina,Margram,Female,87,5/15/1964,,Manufacturing,High Net Worth,N,Yes,11,1092 Kinsman Parkway,4053,QLD,Australia,8,0.57,0.7125,0.890625,0.890625,515,515,0.839375
Maddalena,Angood,Female,79,7/28/1999,,Manufacturing,Affluent Customer,N,No,12,1 Bluejay Court,2320,NSW,Australia,4,0.64,0.64,0.64,0.64,515,515,0.839375
Sofie,Worsfold,Female,87,10/6/1954,Environmental Tech,Retail,Mass Customer,N,Yes,9,7 Maple Wood Plaza,4125,QLD,Australia,6,1.04,1.3,1.625,1.38125,520,520,0.8375
Elmira,Vasilyev,Female,33,10/14/1951,Senior Quality Engineer,Manufacturing,High Net Worth,N,No,12,12 Eastlawn Terrace,2007,NSW,Australia,9,0.95,0.95,1.1875,1.1875,520,520,0.8375
Free,Rowland,Male,42,5/17/1956,,,Mass Customer,N,Yes,12,24929 Spaight Junction,3796,VIC,Australia,8,1.03,1.2875,1.2875,1.094375,520,520,0.8375
Worthington,Cohane,Male,60,1/23/1991,Chief Design Engineer,Entertainment,High Net Worth,N,No,2,846 Daystar Lane,2000,NSW,Australia,12,0.86,0.86,1.075,1.075,520,520,0.8375
Bailey,Bereford,Male,44,9/30/1950,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,11,36 Golf Course Circle,2444,NSW,Australia,6,0.75,0.9375,0.9375,0.9375,524,524,0.83671875
Perry,Whitehurst,Male,79,5/29/1980,Structural Engineer,Manufacturing,High Net Worth,N,Yes,8,0 Nelson Crossing,3155,VIC,Australia,7,0.65,0.8125,0.8125,0.8125,524,524,0.83671875
Antony,Tuma,Male,11,3/10/1954,Environmental Tech,Telecommunications,High Net Worth,N,Yes,13,93264 Almo Plaza,3078,VIC,Australia,10,0.9,1.125,1.40625,1.40625,526,526,0.833
Corene,Hallgate,Female,26,11/6/1964,,Financial Services,Mass Customer,N,Yes,14,2109 Shoshone Court,3103,VIC,Australia,12,0.76,0.95,1.1875,1.009375,526,526,0.833
Nico,Chadwick,Male,97,5/24/1953,Research Assistant IV,Financial Services,Affluent Customer,N,No,13,355 Roxbury Lane,3190,VIC,Australia,8,0.82,0.82,1.025,1.025,526,526,0.833
Joline,Skipperbottom,Female,59,6/27/1972,Desktop Support Technician,,High Net Worth,N,No,9,2 Warrior Crossing,2161,NSW,Australia,9,0.49,0.49,0.6125,0.6125,529,529,0.83
Ivy,Farr,Female,56,7/3/1973,Office Assistant IV,IT,High Net Worth,N,No,19,08470 Kingsford Lane,2120,NSW,Australia,11,0.72,0.72,0.9,0.9,530,530,0.82875
Dallas,Lavalde,Female,18,12/19/1998,Product Engineer,,Mass Customer,N,No,12,16898 Donald Plaza,2323,NSW,Australia,4,0.47,0.47,0.47,0.3995,530,530,0.82875
Amabel,,Female,71,9/14/1981,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,9,3128 Mallory Pass,2144,NSW,Australia,6,0.52,0.65,0.65,0.5525,530,530,0.82875
Hilario,McCulloch,Male,61,1/10/1986,Physical Therapy Assistant,Retail,Mass Customer,N,No,8,799 Luster Road,3051,VIC,Australia,8,0.68,0.68,0.68,0.578,530,530,0.82875
Jim,Haddrell,Male,55,4/8/1955,Associate Professor,Financial Services,Mass Customer,N,No,9,53 Dryden Trail,2358,NSW,Australia,3,0.41,0.41,0.41,0.3485,530,530,0.82875
Jacobo,Mucklow,Male,62,12/4/1952,Computer Systems Analyst I,Financial Services,High Net Worth,N,Yes,22,5512 Ronald Regan Hill,3122,VIC,Australia,8,0.92,1.15,1.15,1.15,530,530,0.82875
Gretel,Paschke,Female,10,5/29/1956,Editor,Financial Services,Mass Customer,N,Yes,17,72 Melrose Street,4074,QLD,Australia,7,0.61,0.7625,0.7625,0.648125,536,536,0.825
Jethro,Mertel,Male,16,12/10/1978,Software Consultant,Argiculture,Mass Customer,N,Yes,15,3460 Dapin Street,2262,NSW,Australia,6,0.76,0.95,0.95,0.8075,536,536,0.825
Dwain,Hatch,Male,62,11/16/1994,Marketing Assistant,Health,Affluent Customer,N,No,15,5 Hovde Lane,3028,VIC,Australia,8,0.94,0.94,0.94,0.94,536,536,0.825
Lucretia,D'Agostini,Female,41,12/14/1978,Database Administrator III,Manufacturing,High Net Worth,N,No,15,4 Gale Center,3185,VIC,Australia,7,0.98,0.98,0.98,0.98,536,536,0.825
Claude,Bowstead,Female,37,11/29/1997,Accounting Assistant III,Manufacturing,Mass Customer,N,No,7,5263 Stone Corner Crossing,2217,NSW,Australia,12,0.74,0.74,0.925,0.78625,536,536,0.825
Donn,MacGregor,Male,80,4/22/1965,Civil Engineer,Manufacturing,High Net Worth,N,No,5,0439 Mandrake Park,2046,NSW,Australia,10,0.6,0.6,0.75,0.75,536,536,0.825
Laurel,Devennie,Female,78,9/25/1976,VP Product Management,Manufacturing,Affluent Customer,N,No,13,069 Hoard Pass,4352,QLD,Australia,5,0.58,0.58,0.58,0.58,536,536,0.825
Elvira,Darthe,Female,10,4/8/1975,Accounting Assistant I,Financial Services,Affluent Customer,N,No,16,89 Green Ridge Point,2168,NSW,Australia,9,1.06,1.06,1.325,1.325,536,536,0.825
Angie,Tansley,Male,68,11/30/1950,VP Sales,Manufacturing,Mass Customer,N,No,8,8 Cardinal Junction,2444,NSW,Australia,7,1.06,1.06,1.06,0.901,544,544,0.8245
Terrence,Dalligan,Male,60,2/19/1998,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,2,240 Main Hill,3200,VIC,Australia,6,0.93,1.1625,1.1625,1.1625,544,544,0.8245
Katy,Crooke,Female,0,6/30/1977,Food Chemist,Health,Mass Customer,N,No,13,67081 Burrows Center,2111,NSW,Australia,12,1.01,1.01,1.2625,1.073125,546,546,0.8234375
Sammy,Borsi,Female,99,4/27/1972,Accountant III,Financial Services,Mass Customer,N,No,5,0 Kipling Way,2289,NSW,Australia,7,0.44,0.44,0.55,0.4675,546,546,0.8234375
Morganica,Ainsbury,Female,37,1/6/1973,Senior Editor,Entertainment,High Net Worth,N,Yes,9,1 Raven Way,2151,NSW,Australia,10,0.4,0.5,0.625,0.625,546,546,0.8234375
Nils,Champion,Male,69,7/6/1984,Programmer III,Retail,Affluent Customer,N,No,13,261 Holy Cross Park,2750,NSW,Australia,9,0.54,0.54,0.675,0.675,549,549,0.82
Beverlee,Querree,Female,42,4/21/1991,Marketing Manager,Financial Services,High Net Worth,N,Yes,12,891 Ohio Terrace,2075,NSW,Australia,12,0.78,0.975,1.21875,1.21875,549,549,0.82
Cami,Eitter,Female,34,1/3/1979,Professor,Manufacturing,High Net Worth,N,Yes,11,1408 Hovde Circle,3081,VIC,Australia,9,0.51,0.6375,0.796875,0.796875,551,551,0.818125
Reiko,Degenhardt,Female,83,1/16/1976,Financial Analyst,Financial Services,High Net Worth,N,Yes,5,50897 Northfield Road,4280,QLD,Australia,6,0.56,0.7,0.875,0.875,552,552,0.816
Cord,Dunsmore,Male,12,4/21/1999,Internal Auditor,Manufacturing,Mass Customer,N,Yes,13,596 Boyd Park,4301,QLD,Australia,3,0.41,0.5125,0.5125,0.435625,552,552,0.816
Gabey,Kennicott,Female,55,5/14/1958,Developer I,Financial Services,Affluent Customer,N,No,17,8 Fordem Place,2322,NSW,Australia,6,0.93,0.93,0.93,0.93,552,552,0.816
Jacqui,Devey,Female,79,10/1/1995,Analyst Programmer,Financial Services,High Net Worth,N,Yes,13,656 Kennedy Crossing,2261,NSW,Australia,8,0.43,0.5375,0.5375,0.5375,555,555,0.8125
Byrom,Ramas,Male,23,11/2/1993,Help Desk Technician,Manufacturing,High Net Worth,N,No,12,2 Jackson Place,2528,NSW,Australia,7,0.89,0.89,0.89,0.89,555,555,0.8125
Worthington,Ahmed,Male,79,3/24/1972,Senior Cost Accountant,Financial Services,High Net Worth,N,No,13,39408 Manufacturers Road,3335,VIC,Australia,3,0.49,0.49,0.49,0.49,555,555,0.8125
Chico,Dye,Male,46,2/4/1994,Speech Pathologist,Manufacturing,High Net Worth,N,No,13,168 Schlimgen Center,2526,NSW,Australia,9,0.52,0.52,0.65,0.65,555,555,0.8125
Davidde,Cockroft,Male,70,4/21/1947,Geological Engineer,Manufacturing,High Net Worth,N,No,8,8 Kim Avenue,2158,NSW,Australia,12,0.44,0.44,0.55,0.55,555,555,0.8125
Charlie,Dmych,Male,60,3/31/1950,Account Coordinator,Manufacturing,High Net Worth,N,No,13,920 Cambridge Way,2263,NSW,Australia,6,0.66,0.66,0.66,0.66,555,555,0.8125
Donn,Chaney,Male,15,1/29/1951,Research Assistant II,,Mass Customer,N,No,13,4 Schlimgen Trail,4701,QLD,Australia,3,1.03,1.03,1.03,0.8755,561,561,0.81015625
Kamila,Parsonage,Female,80,3/8/1954,,Property,Mass Customer,N,No,5,31 Mccormick Court,4131,QLD,Australia,8,0.64,0.64,0.64,0.544,562,562,0.81
Barth,Sapshed,Male,4,6/16/1994,Executive Secretary,Financial Services,Mass Customer,N,Yes,13,65 Milwaukee Lane,4520,QLD,Australia,10,0.51,0.6375,0.796875,0.67734375,563,563,0.8075
Padriac,Collacombe,Male,67,4/7/1967,Software Consultant,Health,Affluent Customer,N,No,13,76 Mendota Park,2090,NSW,Australia,10,1.05,1.05,1.3125,1.3125,563,563,0.8075
