,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,Total_Price,address,postcode,state,country,property_valuation
10138,14847,73,2091,2017-05-13,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,Dominga,Crosfield,Female,27.0,1980-06-22,Office Assistant II,Argiculture,Mass Customer,N,No,9.0,40.0,8995.86,68882 Commercial Crossing,2320.0,NSW,Australia,3.0
10139,14849,14,589,2017-08-28,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,39880.0,Duff,Anan,Male,76.0,1995-12-07,Compensation Analyst,Financial Services,Mass Customer,N,Yes,1.0,24.0,93806.04,01736 Saint Paul Way,2154.0,NSW,Australia,11.0
10140,14850,87,19,2017-03-25,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,Sorcha,Keyson,Female,76.0,2001-04-15,Geological Engineer,Manufacturing,High Net Worth,N,No,1.0,19.0,3397.96,59 Spaight Circle,2233.0,New South Wales,Australia,9.0
10141,14851,87,216,2017-06-18,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,42105.0,Cinderella,Parcall,Female,12.0,1995-01-12,Quality Engineer,Financial Services,High Net Worth,N,Yes,7.0,25.0,536.52,231 Havey Court,2153.0,NSW,Australia,10.0
10142,14855,17,3126,2017-11-20,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,Bondon,Deeley,Male,7.0,1986-10-16,Statistician IV,Financial Services,High Net Worth,N,No,12.0,33.0,404.18,98 Grover Street,3048.0,VIC,Australia,5.0
10143,14856,86,2930,2017-02-04,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,Goddard,Benthall,Male,46.0,1997-07-25,Assistant Media Planner,Entertainment,Mass Customer,N,No,3.0,22.0,5753.219999999999,51 Bay Junction,2081.0,NSW,Australia,10.0
10144,14857,77,2210,2017-07-12,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,Kirby,Cameron,Male,16.0,1985-11-24,Registered Nurse,Health,High Net Worth,N,No,5.0,34.0,1740.16,2 Goodland Lane,3977.0,VIC,Australia,5.0
10145,14858,0,31,2017-10-02,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,38573.0,Star,Praton,Female,3.0,1962-11-24,Staff Accountant III,Telecommunications,High Net Worth,N,Yes,14.0,57.0,160.85999999999999,2294 Pleasure Place,2135.0,New South Wales,Australia,12.0
10146,14859,41,3221,2017-09-10,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,35378.0,Brigid,Quigley,Female,59.0,1959-09-25,Internal Auditor,Property,High Net Worth,N,Yes,11.0,60.0,44185.1,11 Crescent Oaks Junction,4055.0,QLD,Australia,8.0
10147,14862,50,1160,2017-01-25,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,Trisha,Nisuis,Female,98.0,1965-04-08,Speech Pathologist,IT,Affluent Customer,N,No,10.0,55.0,12928.159999999998,3 Sachs Point,2250.0,NSW,Australia,7.0
10148,14863,35,2240,2017-06-11,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,33549.0,Niall,Hallifax,Male,4.0,1969-07-25,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,16.0,50.0,3819.28,70 Old Gate Avenue,3043.0,VIC,Australia,7.0
10149,14864,16,2312,2017-08-13,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,33888.0,Ronnica,Grebner,Female,72.0,1979-08-10,Assistant Manager,Manufacturing,Mass Customer,N,No,18.0,40.0,106495.92,25139 Rockefeller Center,4350.0,QLD,Australia,2.0
10150,14865,91,2452,2017-11-25,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,38002.0,Sophronia,Yerrill,Female,93.0,1975-07-24,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,17.0,44.0,6999.18,4898 Buell Terrace,3043.0,VIC,Australia,7.0
10151,14866,79,925,2017-12-03,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,Nicko,Pembridge,Male,42.0,1978-08-07,Accountant IV,Manufacturing,Affluent Customer,N,No,16.0,41.0,34356.42,3 Luster Junction,2323.0,NSW,Australia,4.0
10152,14867,35,2182,2017-11-06,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,Symon,Minchin,Male,47.0,1967-04-23,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,16.0,53.0,44876.54,3 Declaration Circle,4350.0,QLD,Australia,7.0
10153,14868,0,608,2017-02-03,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,36367.0,Alisun,Heinecke,Female,55.0,1980-01-08,Accounting Assistant I,Retail,High Net Worth,N,Yes,12.0,40.0,15972.550000000001,61 Talmadge Lane,4504.0,QLD,Australia,6.0
10154,14872,92,2008,2017-10-21,0.0,Cancelled,WeareA2B,Standard,medium,small,1415.01,1259.36,34556.0,Jamill,Cudd,Male,77.0,1993-07-27,Analyst Programmer,Financial Services,Mass Customer,N,Yes,3.0,26.0,96970.71999999999,559 Blackbird Street,4580.0,QLD,Australia,2.0
10155,14873,53,2418,2017-03-02,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35707.0,Elspeth,Brazil,Female,82.0,1970-04-05,Software Engineer III,Property,Mass Customer,N,Yes,13.0,50.0,8329.56,31168 Messerschmidt Street,3024.0,VIC,Australia,5.0
10156,14874,55,1388,2017-10-08,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,Carny,Shilstone,Male,86.0,1972-08-14,Internal Auditor,Financial Services,Mass Customer,N,No,7.0,47.0,51493.36,70676 Eggendart Trail,3028.0,VIC,Australia,8.0
10157,14876,84,232,2017-07-19,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,Zaria,Koeppke,Female,94.0,1987-11-11,Professor,Retail,Mass Customer,N,No,12.0,32.0,20223.16,0 Sommers Circle,2145.0,NSW,Australia,9.0
10158,14877,3,2638,2017-08-27,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40784.0,Moritz,Brognot,Male,1.0,1977-02-10,Budget/Accounting Analyst III,IT,Mass Customer,N,Yes,15.0,43.0,388.92,3 Forest Dale Lane,2100.0,NSW,Australia,11.0
10159,14878,35,1772,2017-03-30,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,40649.0,Michael,Foulis,Male,98.0,1984-07-07,Financial Analyst,Financial Services,High Net Worth,N,Yes,14.0,35.0,93572.36,6 Reinke Street,2768.0,NSW,Australia,10.0
10160,14879,63,94,2017-11-17,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0,Wallache,Simchenko,Male,33.0,1974-08-07,Civil Engineer,Manufacturing,Mass Customer,N,No,21.0,45.0,3286.4700000000003,67234 Transport Hill,2777.0,New South Wales,Australia,7.0
10161,14880,45,226,2017-09-05,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0,Bondie,Letty,Male,96.0,1977-11-11,Database Administrator IV,Manufacturing,Mass Customer,N,No,20.0,42.0,8159.039999999999,04139 Delladonna Place,2519.0,NSW,Australia,7.0
10162,14881,68,1629,2017-11-25,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,Edsel,Lester,Male,46.0,1974-08-21,VP Accounting,Financial Services,Mass Customer,N,No,14.0,45.0,2056.66,10 Hazelcrest Street,4413.0,QLD,Australia,5.0
10163,14882,94,897,2017-02-28,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,Pris,Fance,Female,25.0,1969-01-11,Account Executive,Manufacturing,Mass Customer,N,No,11.0,51.0,24841.5,6382 Bayside Street,2153.0,NSW,Australia,10.0
10164,14885,80,3004,2017-05-03,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,36145.0,Waylon,Hammant,Male,82.0,1955-02-20,Research Assistant II,Health,Mass Customer,N,Yes,16.0,65.0,76574.88,9 Swallow Avenue,3179.0,VIC,Australia,9.0
10165,14886,1,1128,2017-07-20,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245.0,Kirsten,Longman,Female,47.0,1992-04-12,Financial Advisor,Financial Services,Mass Customer,N,Yes,8.0,28.0,44876.54,81114 7th Place,4869.0,QLD,Australia,4.0
10166,14887,43,3108,2017-06-30,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0,Trip,Ahmed,Male,94.0,1967-10-01,Accounting Assistant III,Entertainment,Mass Customer,N,No,10.0,52.0,61052.06,1742 Scott Center,4670.0,QLD,Australia,2.0
10167,14888,0,76,2017-03-25,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,37698.0,Rea,Hasser,Female,20.0,1978-01-23,Statistician II,Retail,High Net Worth,N,Yes,18.0,42.0,7774.400000000001,439 Ridgeway Court,4213.0,QLD,Australia,9.0
10168,14889,15,2751,2017-10-10,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,42295.0,Cordell,Coxhell,Male,94.0,1979-07-27,Sales Associate,Retail,High Net Worth,N,Yes,12.0,40.0,1263.36,25 Ronald Regan Point,4035.0,QLD,Australia,7.0
10169,14891,21,1927,2017-04-12,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,36334.0,Masha,Bibbie,Female,11.0,1975-07-15,Software Test Engineer I,Manufacturing,Affluent Customer,N,Yes,8.0,44.0,4188.14,26876 Lyons Court,3166.0,VIC,Australia,10.0
10170,14892,69,2217,2017-02-13,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,Kristofor,Juris,Male,98.0,1981-10-17,Paralegal,Financial Services,Mass Customer,N,No,16.0,38.0,58278.63999999999,47 Chinook Road,4421.0,QLD,Australia,2.0
10171,14894,25,1930,2017-03-13,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0,Ambrose,Bleasby,Male,27.0,1996-06-14,Speech Pathologist,Manufacturing,High Net Worth,N,No,3.0,24.0,32491.800000000003,3542 Arkansas Place,3380.0,VIC,Australia,1.0
10172,14896,0,1714,2017-01-27,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,40336.0,Esma,Rycroft,Female,80.0,1998-06-26,Senior Sales Associate,Property,High Net Worth,N,Yes,4.0,22.0,13854.400000000001,20415 Clyde Gallagher Parkway,2333.0,NSW,Australia,5.0
10173,14897,8,1400,2017-04-17,1.0,Cancelled,Solex,Road,medium,small,1703.52,1516.13,34586.0,Rikki,Eytel,Female,51.0,1982-05-23,Senior Developer,Manufacturing,Affluent Customer,N,Yes,7.0,38.0,77322.63,73506 Cordelia Lane,4217.0,QLD,Australia,4.0
10175,14900,37,783,2017-03-01,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36146.0,Rudd,Strangeways,Male,6.0,1985-07-25,Information Systems Manager,Retail,Affluent Customer,N,No,14.0,34.0,1492.92,68 Chinook Street,4814.0,QLD,Australia,2.0
10176,14901,41,216,2017-02-11,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,35160.0,Cinderella,Parcall,Female,12.0,1995-01-12,Quality Engineer,Financial Services,High Net Worth,N,Yes,7.0,25.0,8986.8,231 Havey Court,2153.0,NSW,Australia,10.0
10177,14902,62,2270,2017-06-19,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,41245.0,Augustus,Edleston,Male,50.0,1966-09-28,Information Systems Manager,Retail,Affluent Customer,N,No,9.0,53.0,14936.000000000002,38 Valley Edge Plaza,3095.0,VIC,Australia,10.0
10178,14904,78,2533,2017-05-14,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,42218.0,Harper,Ioannidis,Male,11.0,1993-07-26,Speech Pathologist,Health,Affluent Customer,N,Yes,5.0,26.0,7804.280000000001,671 Mallory Pass,2177.0,NSW,Australia,8.0
10179,14906,100,65,2017-06-22,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,38193.0,Yale,Tanser,Male,21.0,1976-04-01,Information Systems Manager,Financial Services,Affluent Customer,N,Yes,15.0,44.0,4333.349999999999,308 Jana Crossing,2153.0,New South Wales,Australia,10.0
10180,14908,47,1025,2017-10-31,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,41064.0,Ario,Jeromson,Male,69.0,1997-07-30,Quality Engineer,IT,Mass Customer,N,Yes,5.0,22.0,105667.98000000001,4885 Stone Corner Alley,3046.0,VIC,Australia,8.0
10181,14909,52,2973,2017-07-16,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0,Torr,Mintram,Male,34.0,1972-05-12,Senior Developer,Health,High Net Worth,N,No,5.0,48.0,27906.52,726 Erie Center,3106.0,VIC,Australia,11.0
10182,14910,73,1482,2017-02-27,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,Georas,Niesel,Male,29.0,1979-04-30,Electrical Engineer,Manufacturing,Mass Customer,N,No,12.0,41.0,9662.22,7231 Pepper Wood Point,2428.0,NSW,Australia,8.0
10183,14911,17,351,2017-10-20,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,42404.0,Dev,Hafner,Male,69.0,1999-05-12,Pharmacist,Health,Mass Customer,N,Yes,2.0,21.0,42421.2,98 Sutteridge Point,3131.0,VIC,Australia,10.0
10184,14912,2,2908,2017-05-29,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,37659.0,Tiffy,Feenan,Female,42.0,1955-09-21,Social Worker,Health,Affluent Customer,N,Yes,11.0,64.0,2252.04,8188 Fuller Hill,3175.0,VIC,Australia,8.0
10185,14913,50,3155,2017-11-06,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,39915.0,Tiphani,Fritz,Female,88.0,1976-12-25,Office Assistant I,IT,Affluent Customer,N,Yes,21.0,43.0,11608.96,5323 Chive Avenue,2486.0,NSW,Australia,7.0
10186,14914,68,3228,2017-03-31,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,Margette,Donaghie,Female,36.0,1964-08-16,Social Worker,Health,Mass Customer,N,No,13.0,55.0,1609.56,751 Cordelia Terrace,2880.0,NSW,Australia,1.0
10187,14915,41,1982,2017-09-07,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,35160.0,Julee,Hallewell,Female,80.0,1968-03-30,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,16.0,52.0,59912.0,8 Farwell Parkway,2428.0,NSW,Australia,2.0
10188,14916,67,1739,2017-09-17,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,Burnaby,Stiffkins,Male,20.0,1954-10-06,Software Consultant,Entertainment,Mass Customer,N,No,7.0,65.0,7536.799999999999,0 Warner Road,2680.0,NSW,Australia,4.0
10189,14919,0,2182,2017-04-10,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,33888.0,Symon,Minchin,Male,47.0,1967-04-23,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,16.0,53.0,19154.38,3 Declaration Circle,4350.0,QLD,Australia,7.0
10190,14920,51,310,2017-09-19,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,39915.0,Myranda,Clowser,Female,0.0,1985-02-13,Account Coordinator,Financial Services,Mass Customer,N,Yes,18.0,35.0,0.0,06 Corry Pass,2450.0,NSW,Australia,9.0
10191,14921,2,590,2017-09-11,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41167.0,Ddene,Burleton,Female,85.0,1988-09-09,Assistant Professor,Health,Mass Customer,N,Yes,11.0,31.0,4557.7,9816 Carberry Trail,2036.0,NSW,Australia,11.0
10192,14923,68,2702,2017-05-24,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,42105.0,Saraann,Gilliard,Female,34.0,1976-11-30,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,11.0,43.0,1520.14,8598 Nova Parkway,2758.0,NSW,Australia,9.0
10193,14927,77,484,2017-10-27,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,Mason,Kohrsen,Male,64.0,1974-04-24,Programmer IV,Manufacturing,Mass Customer,N,No,22.0,46.0,50886.4,51188 Annamark Hill,2037.0,NSW,Australia,9.0
10194,14929,62,639,2017-03-23,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,Mayor,Ismay,Male,51.0,1974-06-03,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,16.0,46.0,15234.720000000001,44 Upham Crossing,2148.0,NSW,Australia,7.0
10195,14931,31,1,2017-12-14,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,37337.0,Laraine,Medendorp,Female,93.0,1953-10-12,Executive Secretary,Health,Mass Customer,N,Yes,11.0,66.0,16105.74,060 Morning Avenue,2016.0,New South Wales,Australia,10.0
10196,14932,49,1785,2017-01-21,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0,Marty,Whatford,Male,23.0,1960-12-10,Clinical Specialist,Health,Mass Customer,N,No,19.0,59.0,9202.99,30 Delladonna Plaza,3046.0,VIC,Australia,8.0
10197,14933,37,2013,2017-11-13,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0,Marge,Girault,Female,99.0,1995-08-10,Registered Nurse,Health,Affluent Customer,N,Yes,19.0,24.0,24633.18,06069 Hayes Road,2099.0,NSW,Australia,8.0
10198,14934,70,647,2017-02-02,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,36833.0,Stanislas,Baildon,Male,61.0,1957-01-23,Assistant Manager,Retail,Mass Customer,N,Yes,10.0,63.0,18143.23,678 Old Gate Pass,3171.0,Victoria,Australia,9.0
10199,14936,32,2203,2017-08-05,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,36367.0,Ganny,Alessandrelli,Male,13.0,1998-12-23,Sales Associate,Health,High Net Worth,N,Yes,2.0,21.0,9196.199999999999,59929 West Alley,2026.0,NSW,Australia,10.0
10200,14937,26,1597,2017-03-26,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,Jeffry,Slowly,Male,93.0,1977-02-01,Nurse Practicioner,Retail,Affluent Customer,N,No,14.0,43.0,70924.59,019 Derek Hill,2224.0,NSW,Australia,10.0
10201,14938,57,1906,2017-04-21,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0,Waylan,Katte,Male,69.0,1988-04-24,Product Engineer,Retail,Mass Customer,N,No,22.0,32.0,17949.66,01 Weeping Birch Plaza,2640.0,NSW,Australia,4.0
10202,14940,24,570,2017-11-25,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,34115.0,Xever,Baldetti,Male,14.0,1978-06-24,VP Product Management,Financial Services,Mass Customer,N,Yes,15.0,42.0,11490.92,446 Dottie Court,2225.0,NSW,Australia,10.0
10203,14941,78,1603,2017-12-07,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,37873.0,Osgood,Emerine,Male,89.0,1988-11-20,Quality Engineer,Manufacturing,Affluent Customer,N,Yes,20.0,31.0,63143.72,46 Dunning Junction,4220.0,QLD,Australia,9.0
10204,14943,21,3064,2017-05-23,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,34165.0,Zach,Billison,Male,96.0,1995-06-14,Product Engineer,Financial Services,Affluent Customer,N,Yes,4.0,25.0,36551.04,9317 Mendota Parkway,3064.0,VIC,Australia,8.0
10205,14944,10,221,2017-02-02,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0,Mara,Bloore,Female,14.0,1980-03-10,Tax Accountant,Manufacturing,Mass Customer,N,No,14.0,40.0,5085.5,51 Crescent Oaks Parkway,2761.0,NSW,Australia,8.0
10206,14945,59,145,2017-05-24,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0,Filippo,Ferrara,Male,33.0,1997-07-21,Account Executive,Financial Services,Mass Customer,N,No,4.0,22.0,24208.140000000003,7245 Cottonwood Center,2285.0,New South Wales,Australia,5.0
10207,14949,3,648,2017-02-01,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,Gardiner,Nutley,Male,86.0,1978-06-04,Accountant II,Financial Services,Mass Customer,N,Yes,9.0,42.0,33447.12,9 Mayfield Road,4551.0,QLD,Australia,7.0
10208,14950,44,445,2017-05-15,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,Timothy,Wenham,Male,91.0,1984-11-13,Executive Secretary,Financial Services,Mass Customer,N,No,5.0,35.0,9897.16,41 Ronald Regan Center,3008.0,VIC,Australia,5.0
10209,14951,63,528,2017-04-22,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0,Gayel,Downs,Female,10.0,1979-06-06,Registered Nurse,Health,Mass Customer,N,No,4.0,41.0,995.9000000000001,80 Lakewood Street,2576.0,NSW,Australia,10.0
10210,14953,0,1358,2017-11-05,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,Gerome,Whittock,Male,8.0,1994-04-11,Dental Hygienist,Health,High Net Worth,N,No,6.0,26.0,4227.44,19 Green Ridge Avenue,3340.0,VIC,Australia,3.0
10211,14955,75,2793,2017-03-06,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,33429.0,Mead,Corkell,Male,77.0,1971-06-16,Research Nurse,Health,Affluent Customer,N,Yes,14.0,49.0,66524.15000000001,19 Del Mar Avenue,3058.0,VIC,Australia,8.0
10212,14957,22,1580,2017-04-16,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,Laird,Prover,Male,23.0,1981-06-21,Associate Professor,Retail,High Net Worth,N,No,5.0,39.0,9923.35,3384 Nelson Circle,4227.0,QLD,Australia,3.0
10213,14959,0,2045,2017-09-13,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,Hermina,Franzel,Female,15.0,1984-07-03,VP Sales,Financial Services,High Net Worth,N,No,15.0,36.0,1128.9,46031 Hudson Place,2075.0,NSW,Australia,11.0
10214,14961,57,2771,2017-11-16,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,39880.0,Jamie,Gildersleeve,Female,6.0,1969-10-05,Recruiting Manager,Retail,Affluent Customer,N,Yes,10.0,50.0,1560.84,83007 Bartillon Lane,2830.0,NSW,Australia,4.0
10215,14964,49,2385,2017-10-31,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0,Gaultiero,Lissenden,Male,70.0,1958-12-17,Dental Hygienist,Health,Mass Customer,N,No,8.0,61.0,28009.1,1816 Monument Park,3074.0,VIC,Australia,7.0
10216,14965,31,1616,2017-06-05,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,39031.0,Shamus,Attenbrough,Male,75.0,1955-08-16,Media Manager II,Retail,High Net Worth,N,Yes,19.0,64.0,15402.000000000002,5333 Aberg Lane,4877.0,QLD,Australia,4.0
10217,14966,46,965,2017-02-05,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,39526.0,Meggie,Whitchurch,Female,86.0,1997-06-18,Structural Engineer,Retail,High Net Worth,N,Yes,5.0,23.0,21398.52,5 Hintze Hill,2641.0,NSW,Australia,1.0
10218,14967,3,3204,2017-08-04,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,42145.0,Ibby,Beedon,Female,51.0,1994-11-26,Media Manager III,Health,Mass Customer,N,Yes,4.0,25.0,19834.920000000002,220 American Ash Road,4022.0,QLD,Australia,6.0
10219,14970,57,3045,2017-09-17,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,42295.0,Renato,Mungham,Male,52.0,1996-10-02,Cost Accountant,Financial Services,Affluent Customer,N,Yes,2.0,23.0,13527.279999999999,5999 Waxwing Lane,4511.0,QLD,Australia,1.0
10220,14972,84,1331,2017-12-25,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,Edward,Hawkwood,Male,12.0,1987-03-24,Tax Accountant,Telecommunications,High Net Worth,N,No,17.0,33.0,7136.16,2 Dixon Crossing,3910.0,VIC,Australia,7.0
10221,14973,22,2063,2017-03-11,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,Benny,Crudge,Male,55.0,1963-06-17,Clinical Specialist,Health,Affluent Customer,N,No,16.0,57.0,2489.2999999999997,18 Buhler Court,3186.0,VIC,Australia,12.0
10222,14974,26,2388,2017-07-02,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,Quincy,Weben,Male,84.0,1997-05-28,Cost Accountant,Financial Services,Mass Customer,N,No,1.0,23.0,64060.92,7256 Forster Crossing,2533.0,NSW,Australia,8.0
10223,14975,49,717,2017-07-26,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,37823.0,Basilius,Spieck,Male,65.0,1976-11-20,VP Product Management,Manufacturing,Mass Customer,N,Yes,11.0,43.0,26008.45,37 Banding Avenue,2567.0,NSW,Australia,9.0
10224,14976,12,775,2017-10-26,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,Nikita,Kilby,Male,66.0,1982-09-21,Accounting Assistant IV,Manufacturing,Affluent Customer,N,No,4.0,37.0,10665.6,99 Elka Street,4350.0,QLD,Australia,4.0
10225,14977,97,1772,2017-07-15,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,42560.0,Michael,Foulis,Male,98.0,1984-07-07,Financial Analyst,Financial Services,High Net Worth,N,Yes,14.0,35.0,65405.2,6 Reinke Street,2768.0,NSW,Australia,10.0
10226,14978,88,877,2017-07-03,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36367.0,Didi,Milne,Female,92.0,1988-05-13,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,3.0,32.0,35061.200000000004,029 Springview Place,2177.0,NSW,Australia,8.0
10227,14980,94,2653,2017-06-22,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,Aylmer,Glenwright,Male,80.0,1995-01-05,Food Chemist,Health,Affluent Customer,N,No,1.0,25.0,79492.8,7163 2nd Point,3931.0,VIC,Australia,8.0
10228,14981,92,3164,2017-07-27,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37539.0,Hortensia,Rainger,Female,53.0,1986-01-14,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14.0,34.0,66746.08,09 Mitchell Terrace,2166.0,NSW,Australia,9.0
10229,14982,38,29,2017-12-08,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0,Mona,Sancraft,Female,62.0,1968-06-22,Safety Technician III,Manufacturing,Mass Customer,N,No,19.0,52.0,51243.62,9 Buell Park,4116.0,QLD,Australia,7.0
10230,14983,88,1468,2017-01-16,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145.0,Adaline,Hayles,Female,37.0,1978-01-10,Financial Advisor,Financial Services,Mass Customer,N,No,22.0,42.0,14100.7,45725 Hagan Pass,2519.0,NSW,Australia,9.0
10231,14984,42,2576,2017-05-07,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0,Lotty,Szubert,Female,15.0,1959-05-30,Associate Professor,Manufacturing,Mass Customer,N,No,13.0,61.0,24163.5,55501 Sugar Street,2548.0,NSW,Australia,7.0
10232,14985,4,3495,2017-02-11,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0,Constantine,Frissell,Female,57.0,1987-07-12,Programmer III,Financial Services,High Net Worth,N,No,8.0,32.0,5676.63,1 Dayton Park,2767.0,NSW,Australia,9.0
