,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age
15477,15918,68,2187,5/9/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,Brunhilde,Kendall,Female,52.0,1997-12-27,Budget/Accounting Analyst I,Health,Mass Customer,N,No,2.0,22.0
15478,15919,44,363,6/11/2017,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,36498.0,Sabrina,Caddy,Female,82.0,1988-03-04,Project Manager,Retail,Mass Customer,N,Yes,7.0,32.0
15479,15920,13,889,4/15/2017,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,37838.0,Ezequiel,Coggeshall,Male,46.0,1967-02-19,Sales Representative,Retail,Affluent Customer,N,Yes,10.0,53.0
15481,15922,8,32,5/5/2017,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,Marion,Vanichkin,Female,17.0,1995-04-20,Legal Assistant,Manufacturing,Affluent Customer,N,No,4.0,25.0
15482,15923,14,1715,9/19/2017,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,39880.0,Cobb,Schrinel,Male,41.0,1988-06-01,Web Developer III,Entertainment,Mass Customer,N,Yes,12.0,32.0
15483,15924,4,469,8/12/2017,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,42105.0,Levi,Cartmell,Male,91.0,1996-05-03,Actuary,Financial Services,High Net Worth,N,Yes,3.0,24.0
15484,15925,19,1228,7/11/2017,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0,Marti,Bisterfeld,Female,43.0,1962-04-27,Senior Cost Accountant,Financial Services,Affluent Customer,N,No,6.0,58.0
15485,15926,2,24,1/25/2017,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41167.0,Kim,Skpsey,Female,55.0,1977-12-03,Research Assistant I,Argiculture,Mass Customer,N,Yes,15.0,42.0
15486,15927,45,2248,8/22/2017,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0,Helsa,Grandisson,Female,33.0,1996-05-23,Software Engineer I,Manufacturing,Mass Customer,N,No,1.0,24.0
15488,15930,82,2547,5/24/2017,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,38339.0,Aili,Scruby,Female,91.0,1985-07-08,Social Worker,Health,Mass Customer,N,Yes,14.0,34.0
15490,15932,95,1058,1/13/2017,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,34556.0,Gretel,Gionettitti,Female,37.0,1987-10-24,Research Assistant IV,Retail,Affluent Customer,N,Yes,4.0,32.0
15491,15933,0,2492,6/16/2017,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,Gayelord,Lipman,Male,35.0,1974-02-01,Design Engineer,Manufacturing,High Net Worth,N,No,9.0,46.0
15492,15934,27,2763,6/17/2017,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,33455.0,Dalila,Snawdon,Female,30.0,1979-03-04,Actuary,Financial Services,Mass Customer,N,Yes,10.0,41.0
15493,15935,17,3128,9/1/2017,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,36367.0,Betteanne,Alldread,Female,96.0,1965-06-26,Geological Engineer,Manufacturing,High Net Worth,N,Yes,16.0,55.0
15496,15938,73,1838,7/22/2017,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,41922.0,Jobina,Dudenie,Female,14.0,1964-11-25,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,12.0,55.0
15498,15940,32,3413,12/5/2017,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337.0,Zulema,Cristofolo,Female,93.0,1997-10-15,VP Accounting,Financial Services,Mass Customer,N,No,3.0,22.0
15499,15941,32,2843,7/10/2017,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37698.0,Lorain,Danforth,Female,42.0,1968-04-20,Recruiter,Financial Services,Affluent Customer,N,Yes,5.0,52.0
15500,15943,98,2546,1/10/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,Marinna,Hancke,Female,45.0,1980-04-10,Assistant Professor,Manufacturing,High Net Worth,N,No,11.0,40.0
15502,15945,41,1015,12/2/2017,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0,Toiboid,Sorrel,Male,7.0,1955-04-01,Web Developer I,Health,Mass Customer,N,No,17.0,65.0
15504,15947,23,876,7/19/2017,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145.0,Neil,Jencey,Male,44.0,1968-10-06,Physical Therapy Assistant,IT,High Net Worth,N,No,19.0,51.0
15505,15948,12,3001,2/9/2017,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,Gal,Waleran,Male,48.0,1977-07-22,Engineer IV,Argiculture,Mass Customer,N,No,20.0,42.0
15507,15950,0,1193,6/18/2017,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696.0,Quintus,Whear,Male,58.0,1986-01-21,Safety Technician I,Retail,High Net Worth,N,No,5.0,34.0
15508,15951,50,1531,4/19/2017,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,Evaleen,Pusey,Female,20.0,1966-03-17,Administrative Assistant III,Financial Services,Mass Customer,N,Yes,13.0,54.0
15509,15952,59,2535,3/16/2017,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0,Butch,Broadnicke,Male,53.0,1981-08-20,Accountant III,Financial Services,Affluent Customer,N,No,13.0,38.0
15511,15954,67,1864,9/19/2017,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,Anet,Pellitt,Female,45.0,1960-07-03,Senior Quality Engineer,Retail,Mass Customer,N,No,18.0,60.0
15512,15955,39,2166,9/4/2017,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0,Mareah,Woodnutt,Female,78.0,1984-11-09,Nurse,Property,Mass Customer,N,No,16.0,35.0
15513,15956,54,2322,3/15/2017,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,Hazlett,Rosenschein,Male,72.0,1992-05-24,Biostatistician III,Health,Mass Customer,N,Yes,2.0,28.0
15514,15957,0,3020,12/8/2017,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,Witty,McArthur,Male,13.0,1965-12-24,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,10.0,54.0
15515,15958,54,533,12/28/2017,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,Conny,Shearmer,Male,40.0,1981-12-14,Database Administrator III,Retail,Mass Customer,N,No,11.0,38.0
15517,15960,15,1576,11/23/2017,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693.0,Reube,Roscrigg,Male,77.0,1985-11-10,VP Marketing,Financial Services,Mass Customer,N,No,20.0,34.0
15518,15961,3,875,10/28/2017,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,34170.0,Caryl,Linnett,Male,34.0,1999-02-23,Recruiting Manager,Financial Services,Mass Customer,N,Yes,2.0,21.0
15519,15962,58,2168,11/6/2017,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,36146.0,Levon,Woollard,Male,83.0,1974-11-16,VP Accounting,Financial Services,Mass Customer,N,Yes,17.0,45.0
15520,15964,10,409,7/24/2017,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,39298.0,Tatiania,O'Kane,Female,84.0,1978-01-23,Executive Secretary,Health,Mass Customer,N,Yes,13.0,42.0
15522,15966,6,1486,9/25/2017,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0,Dag,Landell,Male,14.0,1978-08-07,Geological Engineer,Manufacturing,Mass Customer,N,No,10.0,41.0
15523,15967,98,2852,8/13/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,33259.0,Clarinda,Noen,Female,20.0,1971-07-22,Biostatistician I,Property,High Net Worth,N,Yes,14.0,48.0
15524,15968,80,2279,11/25/2017,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455.0,Garrett,Szymon,Male,42.0,1979-03-19,Human Resources Assistant II,Health,Mass Customer,N,No,3.0,41.0
15525,15969,45,3465,3/24/2017,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,39298.0,Hadria,Pizer,Female,71.0,1978-02-01,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,7.0,42.0
15527,15971,73,905,4/22/2017,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,Dorian,Drinkel,Female,41.0,1978-02-11,Safety Technician II,Manufacturing,Affluent Customer,N,No,12.0,42.0
15528,15972,29,1405,5/21/2017,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,37874.0,Kylie,Spriggin,Female,52.0,1958-04-05,VP Product Management,Manufacturing,High Net Worth,N,Yes,11.0,62.0
15529,15973,20,2248,6/6/2017,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0,Helsa,Grandisson,Female,33.0,1996-05-23,Software Engineer I,Manufacturing,Mass Customer,N,No,1.0,24.0
15531,15975,23,2606,2/12/2017,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145.0,Addi,Seager,Female,56.0,1978-08-19,Electrical Engineer,Manufacturing,High Net Worth,N,No,12.0,41.0
15533,15977,77,1795,6/13/2017,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,Wally,Rebbeck,Male,40.0,1977-09-21,Internal Auditor,Manufacturing,Affluent Customer,N,No,7.0,42.0
15534,15978,51,3336,4/30/2017,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,33259.0,Konstantine,Terne,Male,47.0,1979-01-10,Research Assistant IV,Manufacturing,Mass Customer,N,Yes,8.0,41.0
15537,15981,3,2964,4/7/2017,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,33549.0,Geneva,McCrystal,Female,36.0,1974-01-07,Product Engineer,Telecommunications,Mass Customer,N,Yes,14.0,46.0
15538,15982,79,1545,4/29/2017,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,35455.0,Carver,Saturley,Male,34.0,1977-09-06,Associate Professor,Health,Mass Customer,N,Yes,15.0,42.0
15540,15984,92,3129,10/10/2017,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,40303.0,Leola,Mandrier,Female,44.0,1955-09-25,Analog Circuit Design manager,Property,High Net Worth,N,Yes,11.0,64.0
15541,15985,18,3037,3/27/2017,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,35667.0,Leanora,Isles,Female,30.0,1971-10-27,Legal Assistant,Financial Services,High Net Worth,N,Yes,18.0,48.0
15542,15986,77,1556,3/5/2017,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,42218.0,Bartram,Brownstein,Male,30.0,1986-03-25,Web Developer III,Manufacturing,Mass Customer,N,Yes,6.0,34.0
15543,15987,80,1097,3/6/2017,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,42226.0,Gwenora,Grabbam,Female,71.0,1968-01-31,Engineer II,Financial Services,Mass Customer,N,Yes,18.0,52.0
15544,15988,41,2868,8/8/2017,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693.0,Corina,Thurlbeck,Female,20.0,1972-05-21,Technical Writer,Retail,High Net Worth,N,No,10.0,48.0
15545,15989,49,3098,7/3/2017,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0,Tiff,Ovett,Female,77.0,1980-07-15,Dental Hygienist,Health,Mass Customer,N,No,12.0,39.0
15547,15991,45,2339,2/6/2017,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,38991.0,Damien,Haddeston,Male,3.0,1958-12-28,Web Designer II,Property,Affluent Customer,N,Yes,16.0,61.0
15548,15992,86,2264,3/1/2017,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,Tony,Shirley,Female,18.0,1972-07-17,Occupational Therapist,Health,Affluent Customer,N,No,9.0,47.0
15549,15993,5,3247,7/8/2017,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,37659.0,Bellanca,Raymond,Female,0.0,1985-04-09,Structural Engineer,Manufacturing,Mass Customer,N,Yes,5.0,35.0
15550,15994,63,77,5/12/2017,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0,Shermie,Andrin,Male,79.0,1989-09-12,Automation Specialist IV,Financial Services,Mass Customer,N,No,7.0,30.0
15551,15995,23,3254,5/25/2017,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,Lissy,Paliser,Female,8.0,2001-05-22,Human Resources Assistant I,Financial Services,Mass Customer,N,No,1.0,19.0
15552,15996,22,232,8/11/2017,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,Zaria,Koeppke,Female,94.0,1987-11-11,Professor,Retail,Mass Customer,N,No,12.0,32.0
15553,15997,0,184,11/28/2017,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,40336.0,Nappie,Paolo,Male,40.0,1971-12-13,Marketing Manager,Manufacturing,High Net Worth,N,Yes,7.0,48.0
15554,15998,65,2900,6/18/2017,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,34996.0,Cyrille,Figliovanni,Male,29.0,1986-05-30,Occupational Therapist,Health,Mass Customer,N,Yes,18.0,34.0
15555,15999,61,3042,10/7/2017,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,36145.0,Barris,Trayton,Male,76.0,1971-03-17,Engineer II,Property,High Net Worth,N,Yes,15.0,49.0
15556,16000,29,1413,12/27/2017,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696.0,Vi,Lauga,Female,47.0,1998-04-24,Administrative Assistant II,Financial Services,Mass Customer,N,No,3.0,22.0
15557,16001,51,2418,12/26/2017,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,42295.0,Elspeth,Brazil,Female,82.0,1970-04-05,Software Engineer III,Property,Mass Customer,N,Yes,13.0,50.0
15558,16002,62,3224,10/11/2017,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,Darell,Mulqueeny,Female,67.0,1996-03-12,Automation Specialist III,Manufacturing,Affluent Customer,N,No,3.0,24.0
15559,16004,38,1142,10/19/2017,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0,Michal,Paiton,Male,95.0,1998-05-07,Desktop Support Technician,Telecommunications,Mass Customer,N,No,2.0,22.0
15560,16005,0,129,1/12/2017,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,38573.0,Weidar,Silkstone,Male,64.0,1985-07-20,Financial Advisor,Financial Services,High Net Worth,N,Yes,19.0,34.0
15561,16006,3,1252,3/1/2017,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37337.0,Les,Ellwood,Male,46.0,1965-01-16,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,14.0,55.0
15562,16007,0,2196,3/21/2017,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,40779.0,Skylar,Brise,Male,66.0,1976-06-08,Media Manager I,Retail,High Net Worth,N,Yes,7.0,44.0
15563,16008,21,2705,11/13/2017,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0,Madalena,MacCaughey,Female,11.0,1996-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,3.0,23.0
15566,16012,38,706,6/16/2017,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38573.0,Kane,Gaffer,Male,44.0,1990-01-06,Media Manager IV,Financial Services,High Net Worth,N,Yes,5.0,30.0
15567,16013,95,725,12/2/2017,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,36145.0,Gage,Crossan,Male,61.0,1965-08-27,Design Engineer,Health,High Net Worth,N,Yes,19.0,54.0
15568,16014,53,2606,11/1/2017,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,Addi,Seager,Female,56.0,1978-08-19,Electrical Engineer,Manufacturing,High Net Worth,N,No,12.0,41.0
15569,16015,35,630,8/25/2017,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,36361.0,D'arcy,Rowden,Male,90.0,1986-08-11,Statistician III,Property,Affluent Customer,N,Yes,17.0,33.0
15571,16017,16,2293,6/4/2017,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0,Engracia,Newcom,Female,70.0,1958-03-07,Financial Advisor,Financial Services,Affluent Customer,N,No,16.0,62.0
15572,16018,42,2966,8/31/2017,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,40672.0,Fredi,Aldhous,Female,81.0,1969-05-22,Dental Hygienist,Health,Mass Customer,N,Yes,5.0,51.0
15573,16019,43,239,4/22/2017,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0,Wells,Pressman,Male,62.0,1992-12-13,Registered Nurse,Health,Affluent Customer,N,No,3.0,27.0
15576,16024,5,2569,2/14/2017,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,Sig,Sellan,Male,62.0,1985-05-03,VP Quality Control,Retail,Mass Customer,N,No,16.0,35.0
15578,16026,22,25,2/8/2017,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,42696.0,Geoff,Assaf,Male,72.0,1976-12-02,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21.0,43.0
15579,16027,0,1840,7/11/2017,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,33364.0,Sherman,Gullen,Male,22.0,1977-11-04,Staff Scientist,Argiculture,High Net Worth,N,Yes,20.0,42.0
15580,16028,55,3425,7/4/2017,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,35707.0,Alister,De la Yglesia,Male,32.0,1986-04-05,GIS Technical Architect,Manufacturing,Mass Customer,N,Yes,12.0,34.0
15581,16029,17,725,10/21/2017,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,Gage,Crossan,Male,61.0,1965-08-27,Design Engineer,Health,High Net Worth,N,Yes,19.0,54.0
15582,16030,24,2148,5/6/2017,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,33552.0,Annis,Freeth,Female,78.0,1989-03-20,Engineer I,Manufacturing,Mass Customer,N,Yes,15.0,31.0
15583,16031,27,572,12/17/2017,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,36361.0,Clementius,Everington,Male,0.0,1967-05-01,Clinical Specialist,Health,High Net Worth,N,Yes,5.0,53.0
15584,16032,5,1570,4/4/2017,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,Phil,Dodle,Female,70.0,1995-11-20,Staff Accountant III,Entertainment,Mass Customer,N,No,17.0,24.0
15586,16035,74,1523,10/25/2017,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,38193.0,Brnaba,Dighton,Male,78.0,1959-09-06,Product Engineer,Financial Services,Mass Customer,N,Yes,17.0,60.0
15587,16036,66,3488,12/13/2017,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,36668.0,Cristobal,Whitrod,Male,63.0,1975-08-07,Speech Pathologist,Manufacturing,Mass Customer,N,Yes,9.0,44.0
15589,16038,0,1103,2/6/2017,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,37626.0,Glynnis,Sailor,Female,76.0,1978-01-30,Financial Advisor,Financial Services,High Net Worth,N,Yes,20.0,42.0
15590,16039,14,1840,9/14/2017,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,40553.0,Sherman,Gullen,Male,22.0,1977-11-04,Staff Scientist,Argiculture,High Net Worth,N,Yes,20.0,42.0
15591,16040,33,2929,10/13/2017,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0,Winny,Cakes,Male,97.0,1999-07-28,Nurse,Retail,Mass Customer,N,No,2.0,20.0
15592,16041,23,1624,7/7/2017,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34115.0,Hakim,Burnhard,Male,18.0,1980-05-04,Compensation Analyst,Financial Services,Mass Customer,N,Yes,6.0,40.0
15593,16042,73,1689,5/8/2017,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,36668.0,Teodor,Larwell,Male,48.0,1995-06-18,Quality Control Specialist,Financial Services,Mass Customer,N,Yes,4.0,25.0
15594,16043,82,215,1/31/2017,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,37337.0,Debera,Foxworthy,Female,37.0,1974-06-24,Assistant Professor,Retail,High Net Worth,N,Yes,18.0,46.0
15597,16047,4,1750,11/4/2017,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,33549.0,Filbert,Evreux,Male,14.0,1959-05-13,Internal Auditor,Entertainment,Mass Customer,N,Yes,16.0,61.0
15599,16049,53,386,4/8/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,Ethelyn,Pincott,Female,63.0,1990-10-27,Senior Quality Engineer,Argiculture,Mass Customer,N,No,5.0,29.0
15602,16052,64,565,9/9/2017,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0,Saleem,Meller,Male,30.0,1959-10-02,Civil Engineer,Manufacturing,Mass Customer,N,Yes,16.0,60.0
15603,16053,13,763,10/17/2017,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0,Benita,Cuffley,Female,95.0,1987-11-05,Computer Systems Analyst IV,Manufacturing,Affluent Customer,N,No,12.0,32.0
15604,16054,70,3409,5/31/2017,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0,Abbey,Nellen,Female,75.0,1977-04-29,Desktop Support Technician,Argiculture,Mass Customer,N,No,16.0,43.0
15605,16055,21,2530,3/17/2017,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,34244.0,Engracia,Foulcher,Female,63.0,1960-08-03,Business Systems Development Analyst,Property,Mass Customer,N,Yes,18.0,59.0
15607,16057,17,1802,4/16/2017,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0,Lizzie,Duke,Female,3.0,1973-04-11,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,7.0,47.0
15608,16058,68,236,4/15/2017,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,Tybalt,Gillingwater,Male,79.0,1954-10-30,Research Nurse,Health,Affluent Customer,N,No,14.0,65.0
15609,16059,94,2883,10/12/2017,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,Ulick,Bruty,Male,84.0,1995-05-19,Paralegal,Financial Services,Mass Customer,N,Yes,2.0,25.0
15610,16060,81,1546,5/30/2017,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,41533.0,Natalya,Moscone,Female,22.0,1956-10-28,Compensation Analyst,Financial Services,Mass Customer,N,Yes,8.0,63.0
15611,16061,17,2453,6/1/2017,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,Ruthe,Campe,Female,22.0,1992-08-05,Safety Technician II,Telecommunications,High Net Worth,N,No,9.0,27.0
15612,16062,17,2175,11/2/2017,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0,Elvyn,Bullas,Male,23.0,1985-11-01,Web Developer III,Health,Mass Customer,N,No,13.0,34.0
15615,16065,89,2270,5/13/2017,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,42560.0,Augustus,Edleston,Male,50.0,1966-09-28,Information Systems Manager,Retail,Affluent Customer,N,No,9.0,53.0
15616,16066,93,141,5/12/2017,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,36498.0,Townsend,Trobe,Male,67.0,1954-06-25,Teacher,Financial Services,High Net Worth,N,Yes,10.0,66.0
15617,16067,88,976,1/17/2017,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145.0,Andonis,Slimmon,Male,10.0,1971-10-21,Graphic Designer,Financial Services,Affluent Customer,N,No,10.0,48.0
15618,16068,17,1345,9/29/2017,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0,Jeth,Marien,Male,94.0,1960-09-11,Senior Sales Associate,Manufacturing,Mass Customer,N,No,12.0,59.0
15619,16070,18,377,9/20/2017,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,Levy,Bonavia,Male,65.0,1999-05-19,Staff Scientist,Argiculture,Mass Customer,N,No,1.0,21.0
15620,16071,79,222,12/10/2017,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,Nev,Larive,Male,89.0,1978-09-03,Clinical Specialist,Health,Mass Customer,N,No,16.0,41.0
15621,16072,3,2397,6/13/2017,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,Cassius,Birchenough,Male,33.0,1985-06-10,Analyst Programmer,Retail,Affluent Customer,N,Yes,4.0,35.0
15622,16073,74,2460,11/10/2017,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,35470.0,Mick,Boutellier,Male,88.0,1976-05-17,Nurse Practicioner,Manufacturing,High Net Worth,N,Yes,12.0,44.0
15623,16074,1,2851,4/3/2017,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38258.0,Ulberto,Haking,Male,36.0,1975-12-17,Programmer IV,Entertainment,Affluent Customer,N,Yes,16.0,44.0
15624,16075,69,899,10/20/2017,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,42105.0,Teodora,Lawling,Female,42.0,1963-08-05,Business Systems Development Analyst,Health,Affluent Customer,N,Yes,12.0,56.0
15626,16078,47,1932,1/26/2017,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,37668.0,Sybila,Enefer,Female,98.0,1977-01-03,Librarian,Entertainment,Affluent Customer,N,Yes,3.0,43.0
15627,16079,97,3061,11/1/2017,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,38002.0,Evie,Bendtsen,Female,51.0,1991-03-18,Office Assistant IV,Manufacturing,Affluent Customer,N,Yes,3.0,29.0
15628,16080,61,709,6/14/2017,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,Holly,Cavil,Female,83.0,1979-12-11,Accountant III,Financial Services,Mass Customer,N,Yes,5.0,40.0
15629,16081,42,3054,6/15/2017,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0,Marieann,Wickey,Female,94.0,1965-07-14,Operator,Manufacturing,Affluent Customer,N,No,16.0,54.0
15630,16082,91,2171,4/27/2017,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922.0,Laryssa,Maes,Female,21.0,1970-02-10,Pharmacist,Health,High Net Worth,N,No,10.0,50.0
15631,16083,26,753,6/11/2017,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,33888.0,Josy,St. Quentin,Female,82.0,1970-03-07,Food Chemist,Health,Affluent Customer,Y,Yes,6.0,50.0
15632,16084,70,39,8/16/2017,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0,Hunfredo,Smalley,Male,5.0,1979-04-16,Assistant Media Planner,Entertainment,Mass Customer,N,No,22.0,41.0
15633,16085,86,1511,6/25/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,Yves,Trehearne,Male,97.0,1990-07-08,Internal Auditor,Financial Services,Mass Customer,N,No,4.0,29.0
